userID;date;time;collisionNumber;stressAverage
0;0;0;0;0

43;2021/5/27/16:15;1622124935;0;14.000000
43;2021/5/27/16:15;1622124936;0;9.000000
43;2021/5/27/16:15;1622124937;0;6.000000
43;2021/5/27/16:15;1622124938;0;6.000000
43;2021/5/27/16:15;1622124939;0;3.000000
43;2021/5/27/16:15;1622124940;0;7.000000
43;2021/5/27/16:15;1622124941;0;9.000000
43;2021/5/27/16:16;1622124984;0;22.000000
43;2021/5/27/16:16;1622124985;0;23.000000
43;2021/5/27/16:16;1622124986;0;24.000000
43;2021/5/27/16:16;1622124987;0;20.000000
43;2021/5/27/16:16;1622124988;0;18.000000
43;2021/5/27/16:16;0;1;0.000000
43;2021/5/27/16:16;1;2;0.000000
43;2021/5/27/16:16;1622124989;0;23.000000
43;2021/5/27/16:16;1;3;0.000000
43;2021/5/27/16:16;1;4;0.000000
43;2021/5/27/16:16;2;5;0.000000
43;2021/5/27/16:16;1622124990;0;22.000000
43;2021/5/27/16:16;2;6;0.000000
43;2021/5/27/16:16;1622124991;0;23.000000
43;2021/5/27/16:16;3;7;0.000000
43;2021/5/27/16:16;4;8;0.000000
43;2021/5/27/16:16;5;9;0.000000
43;2021/5/27/16:16;5;10;0.000000
43;2021/5/27/16:16;5;11;0.000000
43;2021/5/27/16:16;6;12;0.000000
43;2021/5/27/16:16;6;13;0.000000
43;2021/5/27/16:16;6;14;0.000000
43;2021/5/27/16:16;8;15;0.000000
43;2021/5/27/16:16;8;16;0.000000
43;2021/5/27/16:17;1622125044;0;23.000000
43;2021/5/27/16:17;1;1;0.000000
43;2021/5/27/16:17;1;2;0.000000
43;2021/5/27/16:17;1622125045;0;23.000000
43;2021/5/27/16:17;2;3;0.000000
43;2021/5/27/16:17;2;4;0.000000
43;2021/5/27/16:17;2;5;0.000000
43;2021/5/27/16:17;3;6;0.000000
43;2021/5/27/16:17;1622125046;0;25.000000
43;2021/5/27/16:17;3;7;0.000000
43;2021/5/27/16:17;4;8;0.000000
43;2021/5/27/16:17;1622125047;0;24.000000
43;2021/5/27/16:17;5;9;0.000000
43;2021/5/27/16:17;1622125048;0;24.000000
43;2021/5/27/16:17;5;10;0.000000
43;2021/5/27/16:17;1622125049;0;16.000000
43;2021/5/27/16:17;6;11;0.000000
43;2021/5/27/16:17;1622125050;0;12.000000
43;2021/5/27/16:17;7;12;0.000000
43;2021/5/27/16:17;8;13;0.000000
43;2021/5/27/16:17;1622125051;0;15.000000
43;2021/5/27/16:17;8;14;0.000000
43;2021/5/27/16:17;9;15;0.000000
43;2021/5/27/16:17;1622125052;0;25.000000
43;2021/5/27/16:17;9;16;0.000000
43;2021/5/27/16:17;9;17;0.000000
43;2021/5/27/16:17;1622125053;0;28.000000
43;2021/5/27/16:17;10;18;0.000000
43;2021/5/27/16:17;10;19;0.000000
43;2021/5/27/16:17;11;20;0.000000
43;2021/5/27/16:17;1622125054;0;37.000000
43;2021/5/27/16:17;11;21;0.000000
43;2021/5/27/16:17;12;22;0.000000
43;2021/5/27/16:17;1622125055;0;47.000000
43;2021/5/27/16:17;12;23;0.000000
43;2021/5/27/16:17;12;24;0.000000
43;2021/5/27/16:17;12;25;0.000000
43;2021/5/27/16:17;12;26;0.000000
43;2021/5/27/16:17;13;27;0.000000
43;2021/5/27/16:17;1622125056;0;50.000000
43;2021/5/27/16:17;13;28;0.000000
43;2021/5/27/16:17;13;29;0.000000
43;2021/5/27/16:17;13;30;0.000000
43;2021/5/27/16:17;14;31;0.000000
43;2021/5/27/16:17;1622125057;0;50.000000
43;2021/5/27/16:17;14;32;0.000000
43;2021/5/27/16:17;14;33;0.000000
43;2021/5/27/16:17;15;34;0.000000
43;2021/5/27/16:17;1622125058;0;49.000000
43;2021/5/27/16:17;15;35;0.000000
43;2021/5/27/16:17;1622125059;0;58.000000
43;2021/5/27/16:17;16;36;0.000000
43;2021/5/27/16:17;17;37;0.000000
43;2021/5/27/16:17;1622125060;0;60.000000
43;2021/5/27/16:17;17;38;0.000000
43;2021/5/27/16:17;18;39;0.000000
43;2021/5/27/16:17;1622125061;0;57.000000
43;2021/5/27/16:17;18;40;0.000000
43;2021/5/27/16:17;18;41;0.000000
43;2021/5/27/16:17;19;42;0.000000
43;2021/5/27/16:17;1622125062;0;55.000000
43;2021/5/27/16:17;19;43;0.000000
43;2021/5/27/16:17;20;44;0.000000
43;2021/5/27/16:17;1622125063;0;51.000000
43;2021/5/27/16:17;20;45;0.000000
43;2021/5/27/16:17;20;46;0.000000
43;2021/5/27/16:17;21;47;0.000000
43;2021/5/27/16:17;1622125064;0;42.000000
43;2021/5/27/16:17;21;48;0.000000
43;2021/5/27/16:17;1622125065;0;32.000000
43;2021/5/27/16:17;1622125066;0;27.000000
43;2021/5/27/16:17;23;49;0.000000
43;2021/5/27/16:17;23;50;0.000000
43;2021/5/27/16:17;23;51;0.000000
43;2021/5/27/16:17;24;52;0.000000
43;2021/5/27/16:17;1622125067;0;27.000000
43;2021/5/27/16:17;24;53;0.000000
43;2021/5/27/16:17;24;54;0.000000
43;2021/5/27/16:17;25;55;0.000000
43;2021/5/27/16:17;1622125068;0;27.000000
43;2021/5/27/16:17;25;56;0.000000
43;2021/5/27/16:17;26;57;0.000000
43;2021/5/27/16:17;1622125069;0;22.000000
43;2021/5/27/16:17;26;58;0.000000
43;2021/5/27/16:17;1622125070;0;22.000000
43;2021/5/27/16:17;1622125071;0;28.000000
43;2021/5/27/16:17;28;59;0.000000
43;2021/5/27/16:17;28;60;0.000000
43;2021/5/27/16:17;29;61;0.000000
43;2021/5/27/16:17;29;62;0.000000
43;2021/5/27/16:17;1622125072;0;21.000000
43;2021/5/27/16:17;29;63;0.000000
43;2021/5/27/16:17;29;64;0.000000
43;2021/5/27/16:17;29;65;0.000000
43;2021/5/27/16:17;1622125073;0;21.000000
43;2021/5/27/16:17;30;66;0.000000
43;2021/5/27/16:17;1622125074;0;23.000000
43;2021/5/27/16:17;31;67;0.000000
43;2021/5/27/16:17;1622125075;0;23.000000
43;2021/5/27/16:17;32;68;0.000000
43;2021/5/27/16:18;1622125076;0;23.000000
43;2021/5/27/16:18;1622125077;0;23.000000
43;2021/5/27/16:18;1622125078;0;32.000000
43;2021/5/27/16:18;1622125079;0;37.000000
43;2021/5/27/16:18;1622125080;0;40.000000
43;2021/5/27/16:18;1622125081;0;37.000000
43;2021/5/27/16:18;1622125082;0;45.000000
43;2021/5/27/16:18;1622125083;0;41.000000
45;2021/5/27/16:53;1622127202;0;84.000000
45;2021/5/27/16:53;1;0;85.000000
45;2021/5/27/16:53;1;1;0.000000
45;2021/5/27/16:53;2;2;0.000000
45;2021/5/27/16:53;2;0;90.000000
45;2021/5/27/16:53;2;3;0.000000
45;2021/5/27/16:53;2;4;0.000000
45;2021/5/27/16:53;3;5;0.000000
45;2021/5/27/16:53;3;0;89.000000
45;2021/5/27/16:53;3;6;0.000000
45;2021/5/27/16:53;4;0;89.000000
45;2021/5/27/16:53;4;7;0.000000
45;2021/5/27/16:53;5;8;0.000000
45;2021/5/27/16:53;5;0;88.000000
45;2021/5/27/16:53;5;9;0.000000
45;2021/5/27/16:53;6;10;0.000000
45;2021/5/27/16:53;6;0;87.000000
45;2021/5/27/16:53;6;11;0.000000
45;2021/5/27/16:53;7;0;85.000000
45;2021/5/27/16:53;7;12;0.000000
45;2021/5/27/16:53;7;13;0.000000
45;2021/5/27/16:53;7;14;0.000000
45;2021/5/27/16:53;8;15;0.000000
45;2021/5/27/16:53;8;16;0.000000
45;2021/5/27/16:53;8;0;85.000000
45;2021/5/27/16:53;8;17;0.000000
45;2021/5/27/16:53;8;18;0.000000
45;2021/5/27/16:53;8;19;0.000000
45;2021/5/27/16:53;9;20;0.000000
45;2021/5/27/16:53;9;21;0.000000
45;2021/5/27/16:53;9;0;85.000000
45;2021/5/27/16:53;10;0;86.000000
45;2021/5/27/16:53;11;0;89.000000
45;2021/5/27/16:53;12;0;89.000000
45;2021/5/27/16:53;13;0;89.000000
45;2021/5/27/16:53;13;22;0.000000
45;2021/5/27/16:53;13;23;0.000000
45;2021/5/27/16:53;14;24;0.000000
45;2021/5/27/16:53;14;25;0.000000
45;2021/5/27/16:53;14;26;0.000000
45;2021/5/27/16:53;14;0;86.000000
45;2021/5/27/16:53;15;0;85.000000
45;2021/5/27/16:53;16;0;82.000000
45;2021/5/27/16:53;17;0;83.000000
45;2021/5/27/16:53;18;0;79.000000
45;2021/5/27/16:53;19;0;78.000000
45;2021/5/27/16:53;19;27;0.000000
45;2021/5/27/16:53;19;28;0.000000
45;2021/5/27/16:53;20;29;0.000000
45;2021/5/27/16:53;20;30;0.000000
45;2021/5/27/16:53;20;0;78.000000
45;2021/5/27/16:53;20;31;0.000000
45;2021/5/27/16:53;20;32;0.000000
45;2021/5/27/16:53;20;33;0.000000
45;2021/5/27/16:53;20;34;0.000000
45;2021/5/27/16:53;21;35;0.000000
45;2021/5/27/16:53;21;36;0.000000
45;2021/5/27/16:53;21;0;77.000000
45;2021/5/27/16:53;21;37;0.000000
45;2021/5/27/16:53;21;38;0.000000
45;2021/5/27/16:53;21;39;0.000000
45;2021/5/27/16:53;22;40;0.000000
45;2021/5/27/16:53;22;41;0.000000
45;2021/5/27/16:53;22;0;78.000000
45;2021/5/27/16:53;22;42;0.000000
45;2021/5/27/16:53;22;43;0.000000
45;2021/5/27/16:53;22;44;0.000000
45;2021/5/27/16:53;23;45;0.000000
45;2021/5/27/16:53;23;46;0.000000
45;2021/5/27/16:53;23;47;0.000000
45;2021/5/27/16:53;23;0;78.000000
45;2021/5/27/16:53;23;48;0.000000
45;2021/5/27/16:53;23;49;0.000000
45;2021/5/27/16:53;23;50;0.000000
45;2021/5/27/16:53;23;51;0.000000
45;2021/5/27/16:53;23;52;0.000000
45;2021/5/27/16:53;23;53;0.000000
45;2021/5/27/16:53;24;54;0.000000
45;2021/5/27/16:53;24;55;0.000000
45;2021/5/27/16:53;24;56;0.000000
45;2021/5/27/16:53;24;57;0.000000
45;2021/5/27/16:53;24;0;81.000000
45;2021/5/27/16:53;24;58;0.000000
45;2021/5/27/16:53;24;59;0.000000
45;2021/5/27/16:53;25;60;0.000000
45;2021/5/27/16:53;25;0;82.000000
45;2021/5/27/16:53;26;61;0.000000
45;2021/5/27/16:53;26;0;84.000000
45;2021/5/27/16:53;27;0;85.000000
45;2021/5/27/16:53;28;0;86.000000
45;2021/5/27/16:53;29;0;80.000000
45;2021/5/27/16:53;30;0;80.000000
45;2021/5/27/16:53;31;0;81.000000
45;2021/5/27/16:53;32;0;81.000000
45;2021/5/27/16:53;33;0;82.000000
45;2021/5/27/16:53;34;0;82.000000
45;2021/5/27/16:53;35;0;81.000000
45;2021/5/27/16:53;36;0;83.000000
45;2021/5/27/16:53;37;0;83.000000
45;2021/5/27/16:54;38;0;87.000000
45;2021/5/27/16:54;39;0;90.000000
45;2021/5/27/16:54;40;0;90.000000
45;2021/5/27/16:54;41;0;90.000000
45;2021/5/27/16:54;42;62;0.000000
45;2021/5/27/16:54;42;0;90.000000
45;2021/5/27/16:54;43;63;0.000000
45;2021/5/27/16:54;43;0;90.000000
45;2021/5/27/16:54;43;64;0.000000
45;2021/5/27/16:54;43;65;0.000000
45;2021/5/27/16:54;43;66;0.000000
45;2021/5/27/16:54;44;0;90.000000
45;2021/5/27/16:54;45;67;0.000000
45;2021/5/27/16:54;45;0;91.000000
45;2021/5/27/16:54;45;68;0.000000
45;2021/5/27/16:54;46;0;91.000000
45;2021/5/27/16:54;46;69;0.000000
45;2021/5/27/16:54;47;0;91.000000
45;2021/5/27/16:54;47;70;0.000000
45;2021/5/27/16:54;48;0;90.000000
45;2021/5/27/16:54;48;71;0.000000
45;2021/5/27/16:54;48;72;0.000000
45;2021/5/27/16:54;49;0;95.000000
45;2021/5/27/16:54;50;0;95.000000
45;2021/5/27/16:54;51;73;0.000000
45;2021/5/27/16:54;51;0;95.000000
45;2021/5/27/16:54;52;74;0.000000
45;2021/5/27/16:54;52;0;95.000000
45;2021/5/27/16:54;52;75;0.000000
45;2021/5/27/16:54;52;76;0.000000
45;2021/5/27/16:54;53;0;95.000000
45;2021/5/27/16:54;54;77;0.000000
45;2021/5/27/16:54;54;0;95.000000
45;2021/5/27/16:54;54;78;0.000000
45;2021/5/27/16:54;54;79;0.000000
45;2021/5/27/16:54;55;80;0.000000
45;2021/5/27/16:54;55;0;95.000000
45;2021/5/27/16:54;55;81;0.000000
45;2021/5/27/16:54;56;0;94.000000
45;2021/5/27/16:54;57;0;95.000000
45;2021/5/27/16:54;58;82;0.000000
45;2021/5/27/16:54;58;0;95.000000
45;2021/5/27/16:54;59;0;95.000000
45;2021/5/27/16:54;60;0;95.000000
45;2021/5/27/16:54;61;0;96.000000
45;2021/5/27/16:54;62;0;95.000000
45;2021/5/27/16:54;63;0;94.000000
45;2021/5/27/16:54;64;0;94.000000
45;2021/5/27/16:54;65;0;94.000000
45;2021/5/27/16:54;66;0;93.000000
45;2021/5/27/16:54;67;0;91.000000
45;2021/5/27/16:54;68;0;91.000000
45;2021/5/27/16:54;69;0;90.000000
45;2021/5/27/16:54;70;0;90.000000
