userID;date;time;collisionNumber;stressAverage
0;0;0;0;0

38;2021/5/27/15:44;19;13;0.000000
38;2021/5/27/15:44;20;14;0.000000
38;2021/5/27/15:44;20;15;0.000000
38;2021/5/27/15:44;21;16;0.000000
38;2021/5/27/15:44;21;17;0.000000
38;2021/5/27/15:44;21;18;0.000000
38;2021/5/27/15:44;22;19;0.000000
38;2021/5/27/15:44;22;20;0.000000
38;2021/5/27/15:44;23;21;0.000000
38;2021/5/27/15:44;23;22;0.000000
38;2021/5/27/15:44;23;23;0.000000
38;2021/5/27/15:44;23;24;0.000000
38;2021/5/27/15:44;24;25;0.000000
38;2021/5/27/15:44;24;26;0.000000
38;2021/5/27/15:44;24;27;0.000000
38;2021/5/27/15:44;24;28;0.000000
38;2021/5/27/15:44;24;29;0.000000
38;2021/5/27/15:44;25;30;0.000000
38;2021/5/27/15:44;25;31;0.000000
38;2021/5/27/15:44;25;32;0.000000
38;2021/5/27/15:44;25;33;0.000000
38;2021/5/27/15:44;25;34;0.000000
38;2021/5/27/15:44;26;35;0.000000
38;2021/5/27/15:44;26;36;0.000000
38;2021/5/27/15:44;26;37;0.000000
38;2021/5/27/15:44;26;38;0.000000
38;2021/5/27/15:44;27;39;0.000000
38;2021/5/27/15:44;27;40;0.000000
38;2021/5/27/15:44;27;41;0.000000
38;2021/5/27/15:44;27;42;0.000000
38;2021/5/27/15:44;27;43;0.000000
38;2021/5/27/15:44;28;44;0.000000
38;2021/5/27/15:44;28;45;0.000000
38;2021/5/27/15:44;28;46;0.000000
38;2021/5/27/15:44;29;47;0.000000
38;2021/5/27/15:44;29;48;0.000000
38;2021/5/27/15:44;29;49;0.000000
38;2021/5/27/15:44;30;50;0.000000
38;2021/5/27/15:44;30;51;0.000000
38;2021/5/27/15:44;31;52;0.000000
38;2021/5/27/15:44;31;53;0.000000
38;2021/5/27/15:44;31;54;0.000000
38;2021/5/27/15:44;32;55;0.000000
38;2021/5/27/15:44;32;56;0.000000
38;2021/5/27/15:44;32;57;0.000000
38;2021/5/27/15:44;33;58;0.000000
38;2021/5/27/15:44;33;59;0.000000
38;2021/5/27/15:44;33;60;0.000000
38;2021/5/27/15:44;33;61;0.000000
38;2021/5/27/15:44;34;62;0.000000
38;2021/5/27/15:44;34;63;0.000000
38;2021/5/27/15:44;35;64;0.000000
38;2021/5/27/15:44;35;65;0.000000
38;2021/5/27/15:44;36;66;0.000000
38;2021/5/27/15:44;36;67;0.000000
38;2021/5/27/15:44;36;68;0.000000
38;2021/5/27/15:44;37;69;0.000000
38;2021/5/27/15:44;37;70;0.000000
38;2021/5/27/15:44;38;71;0.000000
38;2021/5/27/15:44;38;72;0.000000
38;2021/5/27/15:44;39;73;0.000000
38;2021/5/27/15:44;40;74;0.000000
38;2021/5/27/15:44;40;75;0.000000
38;2021/5/27/15:44;40;76;0.000000
38;2021/5/27/15:44;40;77;0.000000
38;2021/5/27/15:44;40;78;0.000000
38;2021/5/27/15:44;41;79;0.000000
38;2021/5/27/15:44;41;80;0.000000
38;2021/5/27/15:44;41;81;0.000000
38;2021/5/27/15:44;41;82;0.000000
38;2021/5/27/15:44;44;83;0.000000
38;2021/5/27/15:44;44;84;0.000000
38;2021/5/27/15:44;45;85;0.000000
38;2021/5/27/15:44;45;86;0.000000
38;2021/5/27/15:44;45;87;0.000000
38;2021/5/27/15:44;46;88;0.000000
38;2021/5/27/15:44;46;89;0.000000
38;2021/5/27/15:44;46;90;0.000000
38;2021/5/27/15:44;47;91;0.000000
38;2021/5/27/15:44;48;92;0.000000
38;2021/5/27/15:44;49;93;0.000000
38;2021/5/27/15:44;49;94;0.000000
38;2021/5/27/15:44;51;95;0.000000
38;2021/5/27/15:44;51;96;0.000000
38;2021/5/27/15:44;52;97;0.000000
38;2021/5/27/15:44;52;98;0.000000
38;2021/5/27/15:44;52;99;0.000000
38;2021/5/27/15:44;53;100;0.000000
38;2021/5/27/15:44;53;101;0.000000
38;2021/5/27/15:44;53;102;0.000000
38;2021/5/27/15:44;53;103;0.000000
38;2021/5/27/15:44;53;104;0.000000
38;2021/5/27/15:44;54;105;0.000000
38;2021/5/27/15:44;54;106;0.000000
38;2021/5/27/15:44;55;107;0.000000
38;2021/5/27/15:44;55;108;0.000000
38;2021/5/27/15:44;55;109;0.000000
38;2021/5/27/15:44;56;110;0.000000
38;2021/5/27/15:44;57;111;0.000000
38;2021/5/27/15:44;57;112;0.000000
38;2021/5/27/15:44;58;113;0.000000
38;2021/5/27/15:44;58;114;0.000000
38;2021/5/27/15:44;58;115;0.000000
38;2021/5/27/15:44;58;116;0.000000
38;2021/5/27/15:44;58;117;0.000000
38;2021/5/27/15:44;58;118;0.000000
38;2021/5/27/15:44;58;119;0.000000
38;2021/5/27/15:44;58;120;0.000000
38;2021/5/27/15:44;58;121;0.000000
38;2021/5/27/15:44;58;122;0.000000
38;2021/5/27/15:44;58;123;0.000000
38;2021/5/27/15:44;58;124;0.000000
38;2021/5/27/15:44;58;125;0.000000
38;2021/5/27/15:44;59;126;0.000000
38;2021/5/27/15:44;60;127;0.000000
38;2021/5/27/15:44;61;128;0.000000
38;2021/5/27/15:44;62;129;0.000000
38;2021/5/27/15:44;62;130;0.000000
38;2021/5/27/15:44;62;131;0.000000
38;2021/5/27/15:44;62;132;0.000000
38;2021/5/27/15:44;62;133;0.000000
38;2021/5/27/15:44;63;134;0.000000
38;2021/5/27/15:44;63;135;0.000000
38;2021/5/27/15:44;63;136;0.000000
38;2021/5/27/15:44;63;137;0.000000
38;2021/5/27/15:44;63;138;0.000000
38;2021/5/27/15:44;64;139;0.000000
38;2021/5/27/15:44;65;140;0.000000
38;2021/5/27/15:44;65;141;0.000000
39;2021/5/27/15:45;2;1;0.000000
39;2021/5/27/15:45;2;2;0.000000
39;2021/5/27/15:45;2;3;0.000000
39;2021/5/27/15:45;2;4;0.000000
39;2021/5/27/15:45;2;5;0.000000
39;2021/5/27/15:45;3;6;0.000000
39;2021/5/27/15:45;3;7;0.000000
39;2021/5/27/15:45;3;8;0.000000
39;2021/5/27/15:45;3;9;0.000000
39;2021/5/27/15:45;4;10;0.000000
39;2021/5/27/15:45;4;11;0.000000
39;2021/5/27/15:45;5;12;0.000000
39;2021/5/27/15:45;5;13;0.000000
39;2021/5/27/15:45;7;14;0.000000
39;2021/5/27/15:45;7;15;0.000000
39;2021/5/27/15:45;8;16;0.000000
39;2021/5/27/15:45;8;17;0.000000
39;2021/5/27/15:45;9;18;0.000000
39;2021/5/27/15:45;10;19;0.000000
39;2021/5/27/15:45;10;20;0.000000
39;2021/5/27/15:45;10;21;0.000000
39;2021/5/27/15:45;11;22;0.000000
39;2021/5/27/15:45;11;23;0.000000
39;2021/5/27/15:45;12;24;0.000000
39;2021/5/27/15:45;12;25;0.000000
39;2021/5/27/15:45;13;26;0.000000
39;2021/5/27/15:45;13;27;0.000000
39;2021/5/27/15:45;13;28;0.000000
39;2021/5/27/15:45;14;29;0.000000
39;2021/5/27/15:45;15;30;0.000000
39;2021/5/27/15:45;15;31;0.000000
39;2021/5/27/15:45;15;32;0.000000
39;2021/5/27/15:45;16;33;0.000000
39;2021/5/27/15:45;16;34;0.000000
39;2021/5/27/15:45;16;35;0.000000
39;2021/5/27/15:46;17;36;0.000000
39;2021/5/27/15:46;18;37;0.000000
39;2021/5/27/15:46;18;38;0.000000
39;2021/5/27/15:46;19;39;0.000000
39;2021/5/27/15:46;19;40;0.000000
39;2021/5/27/15:46;19;41;0.000000
39;2021/5/27/15:46;20;42;0.000000
39;2021/5/27/15:46;20;43;0.000000
39;2021/5/27/15:46;21;44;0.000000
39;2021/5/27/15:46;21;45;0.000000
39;2021/5/27/15:46;22;46;0.000000
39;2021/5/27/15:46;22;47;0.000000
39;2021/5/27/15:46;22;48;0.000000
39;2021/5/27/15:46;23;49;0.000000
39;2021/5/27/15:46;23;50;0.000000
39;2021/5/27/15:46;24;51;0.000000
39;2021/5/27/15:46;24;52;0.000000
39;2021/5/27/15:46;24;53;0.000000
39;2021/5/27/15:46;25;54;0.000000
39;2021/5/27/15:46;25;55;0.000000
39;2021/5/27/15:46;25;56;0.000000
39;2021/5/27/15:46;26;57;0.000000
39;2021/5/27/15:46;26;58;0.000000
39;2021/5/27/15:46;27;59;0.000000
39;2021/5/27/15:46;36;60;0.000000
39;2021/5/27/15:46;36;61;0.000000
39;2021/5/27/15:46;37;62;0.000000
39;2021/5/27/15:46;37;63;0.000000
39;2021/5/27/15:46;38;64;0.000000
39;2021/5/27/15:46;39;65;0.000000
39;2021/5/27/15:46;39;66;0.000000
39;2021/5/27/15:46;39;67;0.000000
39;2021/5/27/15:46;39;68;0.000000
39;2021/5/27/15:46;40;69;0.000000
39;2021/5/27/15:46;40;70;0.000000
39;2021/5/27/15:46;40;71;0.000000
39;2021/5/27/15:46;40;72;0.000000
39;2021/5/27/15:46;42;73;0.000000
39;2021/5/27/15:46;42;74;0.000000
39;2021/5/27/15:46;43;75;0.000000
39;2021/5/27/15:46;43;76;0.000000
39;2021/5/27/15:46;44;77;0.000000
39;2021/5/27/15:46;44;78;0.000000
39;2021/5/27/15:46;52;79;0.000000
39;2021/5/27/15:46;53;80;0.000000
39;2021/5/27/15:46;54;81;0.000000
39;2021/5/27/15:46;54;82;0.000000
39;2021/5/27/15:46;56;83;0.000000
39;2021/5/27/15:46;56;84;0.000000
39;2021/5/27/15:46;57;85;0.000000
39;2021/5/27/15:46;57;86;0.000000
39;2021/5/27/15:46;58;87;0.000000
39;2021/5/27/15:46;60;88;0.000000
39;2021/5/27/15:46;60;89;0.000000
39;2021/5/27/15:46;61;90;0.000000
39;2021/5/27/15:46;62;91;0.000000
39;2021/5/27/15:46;62;92;0.000000
39;2021/5/27/15:46;63;93;0.000000
39;2021/5/27/15:46;63;94;0.000000
39;2021/5/27/15:46;64;95;0.000000
39;2021/5/27/15:46;64;96;0.000000
39;2021/5/27/15:46;65;97;0.000000
39;2021/5/27/15:46;65;98;0.000000
39;2021/5/27/15:46;66;99;0.000000
39;2021/5/27/15:46;66;100;0.000000
39;2021/5/27/15:47;85;101;0.000000
39;2021/5/27/15:47;85;102;0.000000
39;2021/5/27/15:47;86;103;0.000000
39;2021/5/27/15:47;87;104;0.000000
39;2021/5/27/15:47;87;105;0.000000
39;2021/5/27/15:47;88;106;0.000000
39;2021/5/27/15:47;89;107;0.000000
39;2021/5/27/15:47;89;108;0.000000
39;2021/5/27/15:47;89;109;0.000000
39;2021/5/27/15:47;89;110;0.000000
39;2021/5/27/15:47;89;111;0.000000
39;2021/5/27/15:47;90;112;0.000000
39;2021/5/27/15:47;90;113;0.000000
39;2021/5/27/15:47;91;114;0.000000
39;2021/5/27/15:47;91;115;0.000000
39;2021/5/27/15:47;92;116;0.000000
39;2021/5/27/15:47;92;117;0.000000
39;2021/5/27/15:47;92;118;0.000000
39;2021/5/27/15:47;94;119;0.000000
39;2021/5/27/15:47;94;120;0.000000
39;2021/5/27/15:47;94;121;0.000000
39;2021/5/27/15:47;95;122;0.000000
39;2021/5/27/15:47;95;123;0.000000
39;2021/5/27/15:47;95;124;0.000000
39;2021/5/27/15:47;96;125;0.000000
39;2021/5/27/15:47;96;126;0.000000
39;2021/5/27/15:47;96;127;0.000000
39;2021/5/27/15:47;96;128;0.000000
39;2021/5/27/15:47;96;129;0.000000
39;2021/5/27/15:47;96;130;0.000000
39;2021/5/27/15:47;97;131;0.000000
39;2021/5/27/15:47;97;132;0.000000
39;2021/5/27/15:47;97;133;0.000000
39;2021/5/27/15:47;97;134;0.000000
39;2021/5/27/15:47;98;135;0.000000
39;2021/5/27/15:47;98;136;0.000000
39;2021/5/27/15:47;99;137;0.000000
39;2021/5/27/15:47;100;138;0.000000
39;2021/5/27/15:47;101;139;0.000000
39;2021/5/27/15:47;101;140;0.000000
39;2021/5/27/15:47;101;141;0.000000
39;2021/5/27/15:47;102;142;0.000000
39;2021/5/27/15:47;102;143;0.000000
39;2021/5/27/15:47;103;144;0.000000
39;2021/5/27/15:47;103;145;0.000000
39;2021/5/27/15:47;103;146;0.000000
39;2021/5/27/15:47;104;147;0.000000
39;2021/5/27/15:47;104;148;0.000000
39;2021/5/27/15:47;104;149;0.000000
39;2021/5/27/15:47;104;150;0.000000
39;2021/5/27/15:47;105;151;0.000000
39;2021/5/27/15:47;105;152;0.000000
39;2021/5/27/15:47;106;153;0.000000
39;2021/5/27/15:47;106;154;0.000000
39;2021/5/27/15:47;107;155;0.000000
39;2021/5/27/15:47;107;156;0.000000
39;2021/5/27/15:47;108;157;0.000000
39;2021/5/27/15:47;108;158;0.000000
39;2021/5/27/15:47;109;159;0.000000
39;2021/5/27/15:47;109;160;0.000000
39;2021/5/27/15:47;110;161;0.000000
39;2021/5/27/15:47;111;162;0.000000
39;2021/5/27/15:47;111;163;0.000000
39;2021/5/27/15:47;112;164;0.000000
39;2021/5/27/15:47;112;165;0.000000
39;2021/5/27/15:47;113;166;0.000000
41;2021/5/27/16:6;1622124392;0;48.000000
41;2021/5/27/16:6;1622124393;0;39.000000
41;2021/5/27/16:6;1622124394;0;38.000000
41;2021/5/27/16:6;2;1;0.000000
41;2021/5/27/16:6;1622124394;0;34.000000
41;2021/5/27/16:6;3;2;0.000000
41;2021/5/27/16:6;3;3;0.000000
41;2021/5/27/16:6;1622124396;0;24.000000
41;2021/5/27/16:6;4;4;0.000000
41;2021/5/27/16:6;1622124396;0;32.000000
41;2021/5/27/16:6;5;5;0.000000
41;2021/5/27/16:6;1622124397;0;22.000000
41;2021/5/27/16:6;6;6;0.000000
41;2021/5/27/16:6;6;7;0.000000
41;2021/5/27/16:6;6;8;0.000000
41;2021/5/27/16:6;1622124398;0;18.000000
41;2021/5/27/16:6;7;9;0.000000
41;2021/5/27/16:6;7;10;0.000000
41;2021/5/27/16:6;1622124400;0;28.000000
41;2021/5/27/16:6;1622124400;0;28.000000
41;2021/5/27/16:6;9;11;0.000000
41;2021/5/27/16:6;9;12;0.000000
41;2021/5/27/16:6;1622124402;0;28.000000
41;2021/5/27/16:6;10;13;0.000000
41;2021/5/27/16:6;10;14;0.000000
41;2021/5/27/16:6;1622124402;0;35.000000
41;2021/5/27/16:6;11;15;0.000000
41;2021/5/27/16:6;11;16;0.000000
41;2021/5/27/16:6;11;17;0.000000
41;2021/5/27/16:6;1622124403;0;35.000000
41;2021/5/27/16:6;12;18;0.000000
41;2021/5/27/16:6;12;19;0.000000
41;2021/5/27/16:6;1622124404;0;32.000000
41;2021/5/27/16:6;13;20;0.000000
41;2021/5/27/16:6;1622124405;0;34.000000
41;2021/5/27/16:6;14;21;0.000000
41;2021/5/27/16:6;1622124406;0;30.000000
41;2021/5/27/16:6;1622124407;0;34.000000
41;2021/5/27/16:6;1622124407;0;35.000000
41;2021/5/27/16:6;1622124407;0;31.000000
41;2021/5/27/16:6;1622124407;0;36.000000
41;2021/5/27/16:6;1622124407;0;41.000000
41;2021/5/27/16:6;1622124408;0;38.000000
41;2021/5/27/16:6;16;22;0.000000
41;2021/5/27/16:6;16;23;0.000000
41;2021/5/27/16:6;17;24;0.000000
41;2021/5/27/16:6;18;25;0.000000
41;2021/5/27/16:6;18;26;0.000000
41;2021/5/27/16:6;19;27;0.000000
41;2021/5/27/16:6;19;28;0.000000
41;2021/5/27/16:6;1622124413;0;43.000000
41;2021/5/27/16:6;1622124414;0;43.000000
41;2021/5/27/16:6;1622124415;0;43.000000
41;2021/5/27/16:7;1622124417;0;40.000000
41;2021/5/27/16:7;1622124417;0;42.000000
41;2021/5/27/16:7;1622124418;0;37.000000
41;2021/5/27/16:7;1622124420;0;33.000000
41;2021/5/27/16:7;1622124420;0;38.000000
41;2021/5/27/16:7;1622124421;0;41.000000
41;2021/5/27/16:7;1622124423;0;36.000000
41;2021/5/27/16:7;1622124423;0;39.000000
41;2021/5/27/16:7;1622124424;0;46.000000
41;2021/5/27/16:7;1622124425;0;47.000000
41;2021/5/27/16:7;1622124426;0;51.000000
41;2021/5/27/16:7;1622124427;0;55.000000
41;2021/5/27/16:7;1622124428;0;64.000000
41;2021/5/27/16:7;1622124429;0;72.000000
41;2021/5/27/16:7;1622124430;0;73.000000
41;2021/5/27/16:7;1622124431;0;75.000000
41;2021/5/27/16:7;1622124432;0;84.000000
41;2021/5/27/16:7;1622124433;0;78.000000
41;2021/5/27/16:7;1622124434;0;75.000000
41;2021/5/27/16:7;1622124435;0;79.000000
41;2021/5/27/16:7;1622124436;0;73.000000
41;2021/5/27/16:7;1622124437;0;63.000000
41;2021/5/27/16:7;1622124438;0;62.000000
41;2021/5/27/16:7;1622124439;0;59.000000
41;2021/5/27/16:7;1622124441;0;50.000000
41;2021/5/27/16:7;1622124441;0;50.000000
41;2021/5/27/16:7;1622124442;0;50.000000
42;2021/5/27/16:12;1622124736;0;17.000000
42;2021/5/27/16:12;1622124737;0;16.000000
42;2021/5/27/16:12;2;1;0.000000
42;2021/5/27/16:12;1622124738;0;14.000000
42;2021/5/27/16:12;3;2;0.000000
42;2021/5/27/16:12;1622124739;0;8.000000
42;2021/5/27/16:12;4;3;0.000000
42;2021/5/27/16:12;1622124740;0;3.000000
42;2021/5/27/16:12;5;4;0.000000
42;2021/5/27/16:12;5;5;0.000000
42;2021/5/27/16:12;1622124741;0;7.000000
42;2021/5/27/16:12;1622124743;0;8.000000
42;2021/5/27/16:12;7;6;0.000000
42;2021/5/27/16:12;1622124743;0;10.000000
42;2021/5/27/16:12;8;7;0.000000
42;2021/5/27/16:12;8;8;0.000000
42;2021/5/27/16:12;8;9;0.000000
42;2021/5/27/16:12;1622124744;0;19.000000
42;2021/5/27/16:12;9;10;0.000000
42;2021/5/27/16:12;9;11;0.000000
42;2021/5/27/16:12;9;12;0.000000
42;2021/5/27/16:12;9;13;0.000000
42;2021/5/27/16:12;1622124745;0;24.000000
42;2021/5/27/16:12;9;14;0.000000
42;2021/5/27/16:12;10;15;0.000000
42;2021/5/27/16:12;10;16;0.000000
42;2021/5/27/16:12;10;17;0.000000
42;2021/5/27/16:12;1622124746;0;25.000000
42;2021/5/27/16:12;11;18;0.000000
42;2021/5/27/16:12;11;19;0.000000
42;2021/5/27/16:12;11;20;0.000000
42;2021/5/27/16:12;11;21;0.000000
42;2021/5/27/16:12;1622124747;0;33.000000
42;2021/5/27/16:12;12;22;0.000000
42;2021/5/27/16:12;1622124748;0;32.000000
42;2021/5/27/16:12;13;23;0.000000
42;2021/5/27/16:12;13;24;0.000000
42;2021/5/27/16:12;13;25;0.000000
42;2021/5/27/16:12;13;26;0.000000
42;2021/5/27/16:12;1622124749;0;32.000000
42;2021/5/27/16:12;14;27;0.000000
42;2021/5/27/16:12;14;28;0.000000
42;2021/5/27/16:12;1622124750;0;33.000000
42;2021/5/27/16:12;15;29;0.000000
42;2021/5/27/16:12;1622124751;0;30.000000
42;2021/5/27/16:12;16;30;0.000000
42;2021/5/27/16:12;16;31;0.000000
42;2021/5/27/16:12;1622124753;0;28.000000
42;2021/5/27/16:12;17;32;0.000000
42;2021/5/27/16:12;17;33;0.000000
42;2021/5/27/16:12;1622124753;0;35.000000
42;2021/5/27/16:12;18;34;0.000000
42;2021/5/27/16:12;18;35;0.000000
42;2021/5/27/16:12;1622124754;0;28.000000
42;2021/5/27/16:12;19;36;0.000000
42;2021/5/27/16:12;19;37;0.000000
42;2021/5/27/16:12;1622124755;0;28.000000
42;2021/5/27/16:12;20;38;0.000000
42;2021/5/27/16:12;20;39;0.000000
42;2021/5/27/16:12;20;40;0.000000
42;2021/5/27/16:12;20;41;0.000000
42;2021/5/27/16:12;1622124756;0;28.000000
42;2021/5/27/16:12;21;42;0.000000
42;2021/5/27/16:12;21;43;0.000000
42;2021/5/27/16:12;1622124757;0;19.000000
42;2021/5/27/16:12;22;44;0.000000
42;2021/5/27/16:12;1622124758;0;24.000000
42;2021/5/27/16:12;23;45;0.000000
42;2021/5/27/16:12;1622124759;0;28.000000
42;2021/5/27/16:12;1622124760;0;28.000000
42;2021/5/27/16:12;25;46;0.000000
42;2021/5/27/16:12;25;47;0.000000
42;2021/5/27/16:12;1622124761;0;27.000000
42;2021/5/27/16:12;26;48;0.000000
42;2021/5/27/16:12;26;49;0.000000
42;2021/5/27/16:12;26;50;0.000000
42;2021/5/27/16:12;1622124762;0;29.000000
42;2021/5/27/16:12;27;51;0.000000
42;2021/5/27/16:12;27;52;0.000000
42;2021/5/27/16:12;1622124763;0;28.000000
42;2021/5/27/16:12;28;53;0.000000
42;2021/5/27/16:12;28;54;0.000000
42;2021/5/27/16:12;1622124765;0;28.000000
42;2021/5/27/16:12;1622124765;0;23.000000
42;2021/5/27/16:12;30;55;0.000000
42;2021/5/27/16:12;1622124766;0;30.000000
42;2021/5/27/16:12;31;56;0.000000
42;2021/5/27/16:12;1622124767;0;30.000000
42;2021/5/27/16:12;1622124768;0;25.000000
42;2021/5/27/16:12;33;57;0.000000
42;2021/5/27/16:12;33;58;0.000000
42;2021/5/27/16:12;1622124769;0;22.000000
42;2021/5/27/16:12;34;59;0.000000
42;2021/5/27/16:12;1622124770;0;21.000000
42;2021/5/27/16:12;1622124772;0;21.000000
42;2021/5/27/16:12;36;60;0.000000
42;2021/5/27/16:12;1622124772;0;23.000000
43;2021/5/27/16:14;1;1;0.000000
43;2021/5/27/16:14;1;2;0.000000
43;2021/5/27/16:14;2;3;0.000000
43;2021/5/27/16:14;2;4;0.000000
43;2021/5/27/16:14;2;5;0.000000
43;2021/5/27/16:14;2;6;0.000000
43;2021/5/27/16:14;2;7;0.000000
43;2021/5/27/16:14;3;8;0.000000
43;2021/5/27/16:14;3;9;0.000000
43;2021/5/27/16:14;4;10;0.000000
43;2021/5/27/16:15;1;1;0.000000
43;2021/5/27/16:15;2;2;0.000000
43;2021/5/27/16:15;2;3;0.000000
43;2021/5/27/16:15;2;4;0.000000
43;2021/5/27/16:15;2;5;0.000000
43;2021/5/27/16:15;2;6;0.000000
43;2021/5/27/16:15;2;7;0.000000
43;2021/5/27/16:15;2;8;0.000000
43;2021/5/27/16:15;3;9;0.000000
43;2021/5/27/16:15;3;10;0.000000
43;2021/5/27/16:15;3;11;0.000000
43;2021/5/27/16:15;3;12;0.000000
43;2021/5/27/16:15;3;13;0.000000
43;2021/5/27/16:15;3;14;0.000000
43;2021/5/27/16:15;3;15;0.000000
43;2021/5/27/16:15;3;16;0.000000
43;2021/5/27/16:15;3;17;0.000000
43;2021/5/27/16:15;4;18;0.000000
43;2021/5/27/16:15;4;19;0.000000
43;2021/5/27/16:15;4;20;0.000000
43;2021/5/27/16:15;4;21;0.000000
43;2021/5/27/16:15;4;22;0.000000
43;2021/5/27/16:15;4;23;0.000000
43;2021/5/27/16:15;4;24;0.000000
43;2021/5/27/16:15;5;25;0.000000
43;2021/5/27/16:15;5;26;0.000000
43;2021/5/27/16:15;5;27;0.000000
43;2021/5/27/16:15;5;28;0.000000
43;2021/5/27/16:15;5;29;0.000000
43;2021/5/27/16:15;5;30;0.000000
43;2021/5/27/16:15;5;31;0.000000
43;2021/5/27/16:15;5;32;0.000000
43;2021/5/27/16:15;6;33;0.000000
43;2021/5/27/16:15;6;34;0.000000
43;2021/5/27/16:15;6;35;0.000000
43;2021/5/27/16:15;6;36;0.000000
43;2021/5/27/16:15;6;37;0.000000
43;2021/5/27/16:15;6;38;0.000000
43;2021/5/27/16:15;6;39;0.000000
43;2021/5/27/16:15;7;40;0.000000
43;2021/5/27/16:15;7;41;0.000000
43;2021/5/27/16:15;7;42;0.000000
43;2021/5/27/16:15;1622124934;0;14.000000
